Updated On,State,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,Unnamed: 11,Num Isolation Beds,Num ICU Beds,Num Ventilators,Total PPE,Total N95 Masks,Corona Enquiry Calls,Num Calls State Helpline,Source1,Unnamed: 20,Source2,Test positivity rate,Tests per thousand,Tests per million,Tests per positive case,Population NCP 2019 Projection
12/04/2020,Kerala,14989.0,Samples Sent,375.0,13802.0,812.0,,816.0,Hospital,,,,,,,,,,http://dhs.kerala.gov.in/wp-content/uploads/2020/04/Daily-Bulletin-HFWD-English-April-12.pdf,,https://dashboard.kerala.gov.in/testing-view-public.php,2.50%,0.43,427.0,40.0,35125000.0
13/04/2020,Kerala,15683.0,Samples Sent,378.0,14829.0,476.0,,715.0,Hospital,,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,http://dhs.kerala.gov.in/wp-content/uploads/2020/04/Daily-Bulletin-HFWD-English-April-13.pdf,2.41%,0.45,446.0,41.0,35125000.0
14/04/2020,Kerala,16235.0,Samples Sent,386.0,15488.0,361.0,,564.0,Hospital,,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,http://dhs.kerala.gov.in/wp-content/uploads/2020/04/Daily-Bulletin-HFWD-English-April-14.pdf,2.38%,0.46,462.0,42.0,35125000.0
15/04/2020,Kerala,16475.0,Samples Sent,387.0,16002.0,86.0,,522.0,Hospital,,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,https://dashboard.kerala.gov.in/quarantined-datewise.php,2.35%,0.47,469.0,43.0,35125000.0
16/04/2020,Kerala,17400.0,Samples Sent,394.0,16459.0,547.0,,523.0,Hospital,,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,https://dashboard.kerala.gov.in/quarantined-datewise.php,2.26%,0.5,495.0,44.0,35125000.0
17/04/2020,Kerala,18029.0,Samples Sent,395.0,17279.0,355.0,,526.0,Hospital,,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,https://dashboard.kerala.gov.in/quarantined-datewise.php,2.19%,0.51,513.0,46.0,35125000.0
18/04/2020,Kerala,18774.0,Samples Sent,399.0,17763.0,612.0,,504.0,Hospital,,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,https://dashboard.kerala.gov.in/quarantined-datewise.php,2.13%,0.53,534.0,47.0,35125000.0
19/04/2020,Kerala,19351.0,Samples Sent,401.0,18547.0,403.0,,461.0,Hospital,,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,https://dashboard.kerala.gov.in/quarantined-datewise.php,2.07%,0.55,551.0,48.0,35125000.0
20/04/2020,Kerala,19756.0,Samples Sent,408.0,19074.0,274.0,,398.0,Hospital,,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,https://dashboard.kerala.gov.in/quarantined-datewise.php,2.07%,0.56,562.0,48.0,35125000.0
21/04/2020,Kerala,20252.0,Samples Sent,426.0,19442.0,384.0,,332.0,Hospital,,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,https://dashboard.kerala.gov.in/quarantined-datewise.php,2.10%,0.58,577.0,48.0,35125000.0
22/04/2020,Kerala,20821.0,Samples Sent,437.0,19998.0,386.0,,346.0,Hospital,,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,https://dashboard.kerala.gov.in/quarantined-datewise.php,2.10%,0.59,593.0,48.0,35125000.0
23/04/2020,Kerala,21334.0,Samples Sent,447.0,20326.0,561.0,,437.0,Hospital,,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,https://dashboard.kerala.gov.in/quarantined-datewise.php,2.10%,0.61,607.0,48.0,35125000.0
24/04/2020,Kerala,21940.0,Samples Sent,450.0,20830.0,660.0,,482.0,Hospital,,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,https://dashboard.kerala.gov.in/quarantined-datewise.php,2.05%,0.62,625.0,49.0,35125000.0
25/04/2020,Kerala,22360.0,Samples Sent,457.0,21475.0,428.0,,464.0,Hospital,,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,https://dashboard.kerala.gov.in/quarantined-datewise.php,2.04%,0.64,637.0,49.0,35125000.0
26/04/2020,Kerala,22954.0,Samples Sent,468.0,21997.0,489.0,,462.0,Hospital,,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,https://dashboard.kerala.gov.in/quarantined-datewise.php,2.04%,0.65,653.0,49.0,35125000.0
27/04/2020,Kerala,24146.0,Samples Sent,481.0,23148.0,517.0,,489.0,Hospital,,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.99%,0.69,687.0,50.0,35125000.0
28/04/2020,Kerala,24855.0,Samples Sent,485.0,24078.0,292.0,,518.0,Hospital,,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.95%,0.71,708.0,51.0,35125000.0
29/04/2020,Kerala,25827.0,Samples Sent,495.0,24681.0,651.0,,501.0,Hospital,,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.92%,0.74,735.0,52.0,35125000.0
30/04/2020,Kerala,27481.0,Samples Sent,497.0,26032.0,952.0,,426.0,Hospital,,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.81%,0.78,782.0,55.0,35125000.0
01/05/2020,Kerala,29012.0,Samples Sent,497.0,27224.0,1291.0,,432.0,Hospital,,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.71%,0.83,826.0,58.0,35125000.0
02/05/2020,Kerala,33276.0,Samples Sent,499.0,31592.0,1185.0,,410.0,Hospital,,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.50%,0.95,947.0,67.0,35125000.0
03/05/2020,Kerala,34608.0,Samples Sent,499.0,33294.0,815.0,,388.0,Hospital,,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.44%,0.99,985.0,69.0,35125000.0
04/05/2020,Kerala,35441.0,Samples Sent,499.0,34161.0,781.0,,372.0,Hospital,,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.41%,1.01,1009.0,71.0,35125000.0
05/05/2020,Kerala,36312.0,Samples Sent,502.0,35244.0,566.0,,308.0,Hospital,,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.38%,1.03,1034.0,72.0,35125000.0
06/05/2020,Kerala,37546.0,Samples Sent,502.0,36210.0,834.0,,268.0,Hospital,,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.34%,1.07,1069.0,75.0,35125000.0
07/05/2020,Kerala,38206.0,Samples Sent,502.0,36856.0,848.0,,310.0,Hospital,,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.31%,1.09,1088.0,76.0,35125000.0
08/05/2020,Kerala,39266.0,Samples Sent,503.0,38294.0,469.0,,347.0,Hospital,,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.28%,1.12,1118.0,78.0,35125000.0
09/05/2020,Kerala,40123.0,Samples Sent,505.0,39233.0,385.0,,334.0,Hospital,,,,,,,,,,http://dhs.kerala.gov.in/wp-content/uploads/2020/05/5.Daily-Bulletin-HFWD-English-May-09.pdf,,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.26%,1.14,1142.0,79.0,35125000.0
10/05/2020,Kerala,41279.0,Samples Sent,512.0,40155.0,612.0,,362.0,Hospital,,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.24%,1.18,1175.0,81.0,35125000.0
11/05/2020,Kerala,41700.0,Samples Sent,512.0,40889.0,299.0,,441.0,Hospital,,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.23%,1.19,1187.0,81.0,35125000.0
12/05/2020,Kerala,42461.0,Samples Sent,524.0,41621.0,316.0,,473.0,Hospital,,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.23%,1.21,1209.0,81.0,35125000.0
13/05/2020,Kerala,43648.0,Samples Sent,534.0,42574.0,540.0,,494.0,Hospital,,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.22%,1.24,1243.0,82.0,35125000.0
14/05/2020,Kerala,45039.0,Samples Sent,560.0,43868.0,611.0,,548.0,Hospital,,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.24%,1.28,1282.0,80.0,35125000.0
15/05/2020,Kerala,46831.0,Samples Sent,576.0,45063.0,1192.0,,538.0,Hospital,,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.23%,1.33,1333.0,81.0,35125000.0
16/05/2020,Kerala,48433.0,Samples Sent,587.0,46458.0,1388.0,,619.0,Hospital,,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.21%,1.38,1379.0,83.0,35125000.0
17/05/2020,Kerala,50036.0,Samples Sent,601.0,47964.0,1471.0,,674.0,Hospital,,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.20%,1.42,1425.0,83.0,35125000.0
18/05/2020,Kerala,51059.0,Samples Sent,630.0,49763.0,666.0,,473.0,Hospital,,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.23%,1.45,1454.0,81.0,35125000.0
19/05/2020,Kerala,52588.0,Samples Sent,642.0,50867.0,1079.0,,455.0,Hospital,,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.22%,1.5,1497.0,82.0,35125000.0
20/05/2020,Kerala,54633.0,Samples Sent,666.0,52689.0,1278.0,,533.0,Hospital,,,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.22%,1.56,1555.0,82.0,35125000.0
21/05/2020,Kerala,56373.0,Samples Sent,690.0,54541.0,1142.0,,527.0,Hospital,,,,,,,,,,https://dhs.kerala.gov.in/wp-content/uploads/2020/05/Daily-Bulletin-HFWD-English-May-21-2.pdf,,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.22%,1.6,1605.0,82.0,35125000.0
22/05/2020,Kerala,58382.0,Samples Sent,733.0,56165.0,1484.0,,609.0,Hospital,,,,,,,,,,http://dhs.kerala.gov.in/2020/05/22/22-05-2020/,,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.26%,1.66,1662.0,80.0,35125000.0
23/05/2020,Kerala,60443.0,Samples Sent,795.0,58192.0,1456.0,,668.0,Hospital,,,,,,,,,,http://dhs.kerala.gov.in/2020/05/22/22-05-2020/,,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.32%,1.72,1721.0,76.0,35125000.0
24/05/2020,Kerala,61900.0,Samples Sent,848.0,59943.0,1109.0,,732.0,Hospital,,,,,,,,,,http://dhs.kerala.gov.in/2020/05/22/22-05-2020/,,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.37%,1.76,1762.0,73.0,35125000.0
25/05/2020,Kerala,63009.0,Samples Sent,897.0,61698.0,414.0,,792.0,Hospital,,,,,,,,,,http://dhs.kerala.gov.in/wp-content/uploads/2020/05/Daily-Bulletin-HFWD-English-May-22-1.pdf,,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.42%,1.79,1794.0,70.0,35125000.0
26/05/2020,Kerala,65303.0,Samples Sent,964.0,63010.0,1329.0,,808.0,Hospital,,,,,,,,,,http://dhs.kerala.gov.in/wp-content/uploads/2020/05/Daily-Bulletin-HFWD-English-May-26.pdf,,https://dashboard.kerala.gov.in/index.php,1.48%,1.86,1859.0,68.0,35125000.0
27/05/2020,Kerala,67961.0,Samples Sent,1004.0,65099.0,1858.0,,892.0,Hospital,,,,,,,,,,https://dhs.kerala.gov.in/wp-content/uploads/2020/05/Daily-Bulletin-HFWD-English-May-27.pdf,,https://dashboard.kerala.gov.in/index.php,1.48%,1.93,1935.0,68.0,35125000.0
28/05/2020,Kerala,70622.0,Samples Sent,1088.0,67677.0,1857.0,,992.0,Hospital,,,,,,,,,,https://dhs.kerala.gov.in/wp-content/uploads/2020/05/Daily-Bulletin-HFWD-English-May-28.pdf,,https://dashboard.kerala.gov.in/index.php,1.54%,2.01,2011.0,65.0,35125000.0
29/05/2020,Kerala,,,,,,,,,,,,,,,,,,,,,,,,,
13/04/2020,Ladakh,618.0,Samples Collected,17.0,,,,,,,,,,,,,,,http://newsonair.com/News?title=Ladakh-well-ahead-of-all-states-and-UTs-in-testing-suspects-for-COVID-19&id=385511,,,2.75%,2.11,2109.0,36.0,293000.0
14/04/2020,Ladakh,760.0,Samples Collected,17.0,615.0,69.0,,,,,,,,,,,,,https://twitter.com/DIPR_Leh/status/1250016972072292353?s=09,,,2.24%,2.59,2594.0,45.0,293000.0
15/04/2020,Ladakh,820.0,Samples Collected,18.0,657.0,86.0,,154.0,Facility,,,,,,,,,,https://twitter.com/ladags/status/1250457259299110914?s=19,,,2.20%,2.8,2799.0,46.0,293000.0
16/04/2020,Ladakh,917.0,Samples Collected,18.0,695.0,145.0,,157.0,Facility,,,,,,,,,,https://twitter.com/ladags/status/1250757796007567360?s=19,,,1.96%,3.13,3130.0,51.0,293000.0
19/04/2020,Ladakh,991.0,Samples Collected,18.0,797.0,117.0,,157.0,Facility,,,154.0,,,,,,,https://twitter.com/ladags/status/1251890558810812422?s=19,,,1.82%,3.38,3382.0,55.0,293000.0
21/04/2020,Ladakh,1137.0,Samples Collected,18.0,896.0,164.0,,154.0,Facility,,,137.0,,,,,,,https://twitter.com/ladags/status/1252646578688389121?s=09,,,1.58%,3.88,3881.0,63.0,293000.0
29/04/2020,Ladakh,1949.0,Samples Collected,22.0,1299.0,556.0,,647.0,Facility,,,137.0,,,,,,,https://mobile.twitter.com/ladags/status/1255549292908998656?s=19,,,1.13%,6.65,6652.0,89.0,293000.0
30/04/2020,Ladakh,2245.0,Samples Collected,22.0,1384.0,767.0,,704.0,Facility,,,137.0,,,,,,,https://twitter.com/ladags/status/1255848872120684544?s=09,,,0.98%,7.66,7662.0,102.0,293000.0
01/05/2020,Ladakh,2430.0,Samples Collected,22.0,1545.0,791.0,,704.0,Facility,,,137.0,,,,,,,https://twitter.com/ladags/status/1256179569242980354?s=19,,,0.91%,8.29,8294.0,110.0,293000.0
02/05/2020,Ladakh,2434.0,Samples Collected,23.0,1618.0,721.0,,724.0,Facility,,,137.0,,,,,,,https://twitter.com/ladags/status/1256557472254267393,,,0.94%,8.31,8307.0,106.0,293000.0
03/05/2020,Ladakh,2434.0,Samples Collected,41.0,1674.0,647.0,,714.0,Facility,,,137.0,,,,,,,https://mobile.twitter.com/ladags/status/1256820308763238401,,,1.68%,8.31,8307.0,59.0,293000.0
04/05/2020,Ladakh,2639.0,Samples Collected,41.0,1879.0,,,,,,,,,,,,,,https://twitter.com/ladags/status/1257326758518349825?s=19,,,1.55%,9.01,9007.0,64.0,293000.0
09/05/2020,Ladakh,3503.0,Samples Collected,42.0,2948.0,438.0,,580.0,Facility,,,137.0,,,,,,,https://twitter.com/ladags/status/1259176362931367943?s=19,,,1.20%,11.96,11956.0,83.0,293000.0
13/05/2020,Ladakh,3683.0,Samples Collected,43.0,3353.0,211.0,,337.0,Facility,,,137.0,,,,,,,https://mobile.twitter.com/ladags/status/1260600445707288582?s=19,,,1.17%,12.57,12570.0,86.0,293000.0
16/05/2020,Ladakh,4067.0,Samples Collected,43.0,3571.0,371.0,,458.0,Facility,,,137.0,,,,,,,https://twitter.com/ladags/status/1261672874210766850?s=19,,https://t.me/indiacovid/4884?single,1.06%,13.88,13881.0,95.0,293000.0
18/05/2020,Ladakh,4219.0,Samples Collected,43.0,3791.0,303.0,,454.0,Facility,,,137.0,,,,,,,https://twitter.com/ladags/status/1262392950702702595,,,1.02%,14.4,14399.0,98.0,293000.0
19/05/2020,Ladakh,4730.0,Samples Collected,43.0,3935.0,665.0,,739.0,Facility,,,137.0,,,,,,,https://twitter.com/ladags/status/1262796538440540167,,,0.91%,16.14,16143.0,110.0,293000.0
21/05/2020,Ladakh,5291.0,Samples Collected,44.0,4081.0,1079.0,,655.0,Facility,,,137.0,,,,,,,https://twitter.com/ladags/status/1263406197928980480,,,0.83%,18.06,18058.0,120.0,293000.0
22/05/2020,Ladakh,5505.0,Samples Collected,44.0,4173.0,1201.0,,648.0,Facility,,,137.0,,,,,,,https://twitter.com/ladags/status/1263763741599952896,,https://t.me/indiacovid/5317,,,,,
23/05/2020,Ladakh,5727.0,Samples Collected,49.0,4505.0,1083.0,,648.0,Facility,,,137.0,,,,,,,https://twitter.com/ladags/status/1264134154263752704?s=19,,https://t.me/indiacovid/5372?single,,,,,
24/05/2020,Ladakh,5730.0,Samples Collected,52.0,4733.0,840.0,,658.0,Facility,,,137.0,,,,,,,https://twitter.com/ladags/status/1264478443887923203?s=19,,,,,,,
25/05/2020,Ladakh,5896.0,Samples Collected,53.0,4894.0,841.0,,648.0,Facility,,,137.0,,,,,,,https://twitter.com/ladags/status/1264891984352735233/photo/2,,,,,,,
05/04/2020,Madhya Pradesh,2812.0,Samples Collected,193.0,1954.0,665.0,,,,,,,,,,,,,https://twitter.com/JansamparkMP/status/1246841187073273857,,,6.86%,0.03,34.0,15.0,82232000.0
07/04/2020,Madhya Pradesh,3770.0,Tested,290.0,3125.0,355.0,,,,,,9492.0,1598.0,993.0,,,,,https://twitter.com/JansamparkMP/status/1247554866043473920,,,7.69%,0.05,46.0,13.0,82232000.0
08/04/2020,Madhya Pradesh,4056.0,Tested,341.0,3443.0,272.0,,,,,,,,,,,,,https://twitter.com/JansamparkMP/status/1247907281703862272/photo/2,,,8.41%,0.05,49.0,12.0,82232000.0
09/04/2020,Madhya Pradesh,5135.0,Tested,411.0,3989.0,,,,,,,9492.0,1598.0,993.0,,,,,https://twitter.com/JansamparkMP/status/1248269831876382720?s=20,,,8.00%,0.06,62.0,12.0,82232000.0
10/04/2020,Madhya Pradesh,7049.0,Tested,451.0,4840.0,,,,,,,9492.0,1598.0,993.0,,,,,https://twitter.com/JansamparkMP/status/1248611777526394885?s=19,,,6.40%,0.09,86.0,16.0,82232000.0
11/04/2020,Madhya Pradesh,8516.0,Tested,529.0,5790.0,,,,,,,9492.0,1598.0,993.0,,,,,https://twitter.com/JansamparkMP/status/1249002767026274304?s=19,,,6.21%,0.1,104.0,16.0,82232000.0
12/04/2020,Madhya Pradesh,10481.0,Tested,562.0,6875.0,,,,,,,9492.0,1598.0,993.0,,,,,https://twitter.com/JansamparkMP/status/1249287199687716864?s=19,,,5.36%,0.13,127.0,19.0,82232000.0
13/04/2020,Madhya Pradesh,10481.0,Tested,614.0,6875.0,,,,,,,16868.0,716.0,622.0,,,,548464.0,https://www.google.com/url?q=https://twitter.com/JansamparkMP/status/1249707440288878592?s%3D19&sa=D&ust=1586894104440000&usg=AFQjCNESb6V_VO9Qoh8zQT0BFeSThzRGJg,,,5.86%,0.13,127.0,17.0,82232000.0
14/04/2020,Madhya Pradesh,8105.0,Reports Received,741.0,7103.0,4835.0,,,,,,20243.0,783.0,690.0,,,,578780.0,https://twitter.com/JansamparkMP/status/1250071572779601920?s=09,,,9.14%,0.1,99.0,11.0,82232000.0
15/04/2020,Madhya Pradesh,9596.0,Reports Received,938.0,8658.0,4501.0,,,,,,29355.0,840.0,690.0,,,,607324.0,https://twitter.com/JansamparkMP/status/1250441930896334852?s=09,,,9.77%,0.12,117.0,10.0,82232000.0
16/04/2020,Madhya Pradesh,13492.0,Reports Received,1164.0,12326.0,4158.0,,,,,,,,,,,,637288.0,https://twitter.com/JansamparkMP/status/1250813847650177024,,,8.63%,0.16,164.0,12.0,82232000.0
17/04/2020,Madhya Pradesh,15302.0,Reports Received,1310.0,13992.0,4996.0,,,,,,,,,,,,668994.0,https://twitter.com/JansamparkMP/status/1251155692213334018,,,8.56%,0.19,186.0,12.0,82232000.0
18/04/2020,Madhya Pradesh,14978.0,Reports Received,1402.0,13576.0,7251.0,,,,,,,,,,,,698326.0,https://twitter.com/JansamparkMP/status/1251528687935057920/photo/1,,,9.36%,0.18,182.0,11.0,82232000.0
19/04/2020,Madhya Pradesh,17835.0,Reports Received,1407.0,16428.0,7054.0,,,,,,20243.0,783.0,690.0,,,,726490.0,https://twitter.com/JansamparkMP/status/1251866633360093184/photo/2,,,7.89%,0.22,217.0,13.0,82232000.0
20/04/2020,Madhya Pradesh,19142.0,Reports Received,1485.0,17657.0,8519.0,,,,,,33514.0,865.0,592.0,,,,752852.0,https://twitter.com/JansamparkMP/status/1252220621112647683/photo/2,,,7.76%,0.23,233.0,13.0,82232000.0
21/04/2020,Madhya Pradesh,20905.0,Reports Received,1552.0,19353.0,8215.0,,,,,,,,,,,,781338.0,https://twitter.com/JansamparkMP/status/1252572205768114178/photo/1,,,7.42%,0.25,254.0,13.0,82232000.0
22/04/2020,Madhya Pradesh,22664.0,Reports Received,1587.0,21077.0,8414.0,,,,,,,,,,,,808177.0,https://twitter.com/JansamparkMP/status/1252908046629691392/photo/1,,,7.00%,0.28,276.0,14.0,82232000.0
23/04/2020,Madhya Pradesh,24548.0,Reports Received,1687.0,22861.0,8526.0,,,,,,,,,,,,836495.0,https://twitter.com/JansamparkMP/status/1253294536438284288?s=09,,,6.87%,0.3,299.0,15.0,82232000.0
24/04/2020,Madhya Pradesh,26233.0,Reports Received,1846.0,24387.0,8843.0,,,,,,33514.0,865.0,592.0,,,,876840.0,https://twitter.com/JansamparkMP/status/1253649153525153792?s=19,,,7.04%,0.32,319.0,14.0,82232000.0
25/04/2020,Madhya Pradesh,27866.0,Reports Received,1945.0,25921.0,9021.0,,,,,,33514.0,865.0,592.0,,,,918227.0,https://twitter.com/JansamparkMP/status/1254034656330240001,,,6.98%,0.34,339.0,14.0,82232000.0
26/04/2020,Madhya Pradesh,25232.0,Reports Received,2090.0,21716.0,,,,,,,33514.0,865.0,592.0,,,,961106.0,https://www.mpinfo.org/MPinfoStatic/other_updates/Health-Bulletin-26April2020.pdf,,https://t.me/indiacovid/3261?single,8.28%,0.31,307.0,12.0,82232000.0
27/04/2020,Madhya Pradesh,27009.0,Reports Received,2165.0,23500.0,,,,,,,33514.0,865.0,592.0,,,,991950.0,https://www.mpinfo.org/MPinfoStatic/other_updates/Health-Bulletin-27April2020.pdf,,,8.02%,0.33,328.0,12.0,82232000.0
28/04/2020,Madhya Pradesh,31060.0,Reports Received,2387.0,26159.0,,,,,,,33514.0,865.0,592.0,,,,1024460.0,https://www.mpinfo.org/MPinfoStatic/other_updates/Health-Bulletin-28April2020.pdf,,,7.69%,0.38,378.0,13.0,82232000.0
29/04/2020,Madhya Pradesh,33837.0,Reports Received,2560.0,29261.0,,,,,,,33514.0,865.0,592.0,,,,1056896.0,https://twitter.com/JansamparkMP/status/1255502748377899009?s=09,,,7.57%,0.41,411.0,13.0,82232000.0
30/04/2020,Madhya Pradesh,41712.0,Reports Received,2625.0,29816.0,,,,,,,33514.0,865.0,592.0,,,,1089917.0,https://twitter.com/JansamparkMP/status/1255859565607952386/photo/1,,,6.29%,0.51,507.0,16.0,82232000.0
01/05/2020,Madhya Pradesh,44116.0,Reports Received,2715.0,39353.0,,,,,,,33514.0,865.0,592.0,,,,1122599.0,https://twitter.com/JansamparkMP/status/1256249293863882752/photo/1,,,6.15%,0.54,536.0,16.0,82232000.0
02/05/2020,Madhya Pradesh,46578.0,Reports Received,2788.0,41460.0,,,,,,,33514.0,865.0,592.0,,,,1147164.0,https://twitter.com/JansamparkMP/status/1256593893711372288?s=19,,,5.99%,0.57,566.0,17.0,82232000.0
03/05/2020,Madhya Pradesh,49186.0,Reports Received,2837.0,43937.0,,,,,,,34600.0,873.0,612.0,,,,1172185.0,https://mobile.twitter.com/JansamparkMP/status/1256969557522120705,,,5.77%,0.6,598.0,17.0,82232000.0
04/05/2020,Madhya Pradesh,52095.0,Reports Received,2942.0,46634.0,,,,,,,34600.0,873.0,558.0,,,,,https://twitter.com/JansamparkMP/status/1257349630339289089?s=19,,,5.65%,0.63,634.0,18.0,82232000.0
05/05/2020,Madhya Pradesh,54595.0,Reports Received,3049.0,48931.0,,,,,,,35840.0,873.0,558.0,,,,,https://twitter.com/JansamparkMP/status/1257679603717603329/photo/1,,,5.58%,0.66,664.0,18.0,82232000.0
06/05/2020,Madhya Pradesh,54595.0,Reports Received,3138.0,51479.0,,,,,,,,,,,,,,https://twitter.com/JansamparkMP/status/1258045895779725312,,,5.75%,0.66,664.0,17.0,82232000.0
07/05/2020,Madhya Pradesh,61020.0,Reports Received,3252.0,55002.0,,,,,,,,,,,,,,https://twitter.com/JansamparkMP/status/1258404394644766723?s=19,,,5.33%,0.74,742.0,19.0,82232000.0
08/05/2020,Madhya Pradesh,63705.0,Reports Received,3341.0,57528.0,,,,,,,,,,,,,,https://twitter.com/JansamparkMP/status/1258773188110098432?s=19,,,5.24%,0.77,775.0,19.0,82232000.0
09/05/2020,Madhya Pradesh,68010.0,Reports Received,3457.0,61629.0,,,,,,,,,,,,,,https://twitter.com/healthminmp/status/1259128463933538305?s=19,,,5.08%,0.83,827.0,20.0,82232000.0
10/05/2020,Madhya Pradesh,72069.0,Reports Received,3614.0,65436.0,,,,,,,,,,,,,,https://twitter.com/healthminmp/status/1259492747590934529?s=19,,,5.01%,0.88,876.0,20.0,82232000.0
11/05/2020,Madhya Pradesh,76039.0,Reports Received,3785.0,69187.0,,,,,,,,,,,,,,https://twitter.com/healthminmp/status/1259847116282892289/photo/2,,,4.98%,0.92,925.0,20.0,82232000.0
12/05/2020,Madhya Pradesh,80885.0,Reports Received,3986.0,73761.0,,,,,,,,,,,,,,https://twitter.com/healthminmp/status/1260204355032096770,,,4.93%,0.98,984.0,20.0,82232000.0
13/05/2020,Madhya Pradesh,85903.0,Reports Received,4173.0,77738.0,,,,,,,,,,,,,,https://twitter.com/healthminmp/status/1260561896341745664,,,4.86%,1.04,1045.0,21.0,82232000.0
14/05/2020,Madhya Pradesh,89760.0,Reports Received,4426.0,82028.0,,,,,,,,,,,,,,https://twitter.com/healthminmp/status/1260944708928442369?s=19,,,4.93%,1.09,1092.0,20.0,82232000.0
15/05/2020,Madhya Pradesh,93849.0,Reports Received,4595.0,85879.0,,,,,,,,,,,,,,https://twitter.com/healthminmp/status/1261288369738469376?s=09,,https://t.me/indiacovid/4804?single,4.90%,1.14,1141.0,20.0,82232000.0
16/05/2020,Madhya Pradesh,99677.0,Reports Received,4790.0,91393.0,,,,,,,,,,,,,,https://twitter.com/healthminmp/status/1261670035577323520?s=19,,https://t.me/indiacovid/4883?single,4.81%,1.21,1212.0,21.0,82232000.0
